order_id,order_date,week_start,net_sales,campaign_id,channel,is_subscription,discount_code,is_unattributed
ord_40062,2025-04-01,2025-03-31,130.9,cmp_7701,Tiktok,False,SPRING20,False
ord_40063,2025-04-01,2025-03-31,143.06,cmp_8822,Meta,True,WELCOME10,False
ord_40064,2025-04-01,2025-03-31,117.59,cmp_7702,Tiktok,True,,False
ord_40065,2025-04-01,2025-03-31,168.87,cmp_9002,Google,True,WELCOME10,False
ord_40066,2025-04-01,2025-03-31,197.76,cmp_7702,Tiktok,True,,False
ord_40067,2025-04-01,2025-03-31,60.02,cmp_8823,Meta,False,,False
ord_40068,2025-04-01,2025-03-31,194.53,cmp_8823,Meta,False,,False
ord_40069,2025-04-01,2025-03-31,198.42,cmp_9001,Google,False,SPRING20,False
ord_40070,2025-04-01,2025-03-31,152.43,cmp_7702,Tiktok,False,,False
ord_40071,2025-04-01,2025-03-31,61.4,cmp_7701,Tiktok,True,,False
ord_40072,2025-04-01,2025-03-31,123.06,cmp_9002,Google,False,WELCOME10,False
ord_40073,2025-04-01,2025-03-31,117.14,cmp_8821,Meta,True,,False
ord_40074,2025-04-01,2025-03-31,54.1,cmp_8822,Meta,False,SPRING20,False
ord_40075,2025-04-01,2025-03-31,154.66,cmp_8823,Meta,False,,False
ord_40076,2025-04-01,2025-03-31,168.2,cmp_8823,Meta,True,,False
ord_40077,2025-04-01,2025-03-31,103.55,cmp_9003,Google,True,SPRING20,False
ord_40078,2025-04-01,2025-03-31,35.01,cmp_7701,Tiktok,True,,False
ord_40079,2025-04-01,2025-03-31,158.6,cmp_7702,Tiktok,False,,False
ord_40080,2025-04-01,2025-03-31,137.84,cmp_8823,Meta,False,,False
ord_40081,2025-04-01,2025-03-31,81.85,cmp_7701,Tiktok,False,,False
ord_40082,2025-04-01,2025-03-31,149.68,cmp_8821,Meta,True,,False
ord_40083,2025-04-02,2025-03-31,113.2,cmp_8822,Meta,False,,False
ord_40084,2025-04-02,2025-03-31,57.01,cmp_7701,Tiktok,False,,False
ord_40085,2025-04-02,2025-03-31,37.63,cmp_7701,Tiktok,False,,False
ord_40086,2025-04-02,2025-03-31,194.68,,,False,,True
ord_40087,2025-04-02,2025-03-31,41.18,cmp_7702,Tiktok,False,SPRING20,False
ord_40088,2025-04-02,2025-03-31,175.36,cmp_9002,Google,True,,False
ord_40089,2025-04-02,2025-03-31,86.95,cmp_9001,Google,True,SPRING20,False
ord_40090,2025-04-02,2025-03-31,217.95,cmp_8822,Meta,False,,False
ord_40091,2025-04-02,2025-03-31,79.59,cmp_9002,Google,False,,False
ord_40092,2025-04-02,2025-03-31,134.93,cmp_8821,Meta,False,,False
ord_40093,2025-04-02,2025-03-31,197.7,,,True,SPRING20,True
ord_40094,2025-04-02,2025-03-31,152.03,cmp_7701,Tiktok,False,,False
ord_40095,2025-04-02,2025-03-31,187.32,cmp_8822,Meta,False,,False
ord_40096,2025-04-02,2025-03-31,194.81,cmp_8823,Meta,True,WELCOME10,False
ord_40097,2025-04-02,2025-03-31,190.28,cmp_8821,Meta,False,,False
ord_40098,2025-04-02,2025-03-31,99.33,cmp_7701,Tiktok,True,,False
ord_40099,2025-04-02,2025-03-31,191.54,cmp_9002,Google,True,,False
ord_40100,2025-04-02,2025-03-31,121.22,cmp_9003,Google,True,,False
ord_40101,2025-04-02,2025-03-31,119.57,cmp_7701,Tiktok,True,,False
ord_40102,2025-04-02,2025-03-31,136.1,cmp_8822,Meta,False,SPRING20,False
ord_40103,2025-04-02,2025-03-31,190.2,cmp_9001,Google,False,,False
ord_40104,2025-04-02,2025-03-31,219.6,cmp_9002,Google,True,WELCOME10,False
ord_40105,2025-04-02,2025-03-31,199.05,cmp_9003,Google,False,SPRING20,False
ord_40106,2025-04-02,2025-03-31,165.79,cmp_9001,Google,False,WELCOME10,False
ord_40107,2025-04-02,2025-03-31,38.14,cmp_7702,Tiktok,False,,False
ord_40108,2025-04-02,2025-03-31,123.52,cmp_8822,Meta,True,,False
ord_40109,2025-04-02,2025-03-31,123.92,cmp_8822,Meta,False,,False
ord_40110,2025-04-02,2025-03-31,137.39,cmp_9003,Google,False,,False
ord_40111,2025-04-02,2025-03-31,148.14,cmp_8821,Meta,True,,False
ord_40112,2025-04-02,2025-03-31,37.41,cmp_8821,Meta,False,,False
ord_40113,2025-04-02,2025-03-31,139.98,cmp_9001,Google,True,WELCOME10,False
ord_40114,2025-04-02,2025-03-31,146.14,cmp_9001,Google,False,,False
ord_40115,2025-04-02,2025-03-31,202.34,cmp_8822,Meta,False,SPRING20,False
ord_40116,2025-04-02,2025-03-31,70.06,cmp_8821,Meta,True,,False
ord_40117,2025-04-02,2025-03-31,158.07,cmp_8823,Meta,True,,False
ord_40118,2025-04-02,2025-03-31,151.17,cmp_9002,Google,False,WELCOME10,False
ord_40119,2025-04-02,2025-03-31,62.53,cmp_8823,Meta,False,WELCOME10,False
ord_40120,2025-04-02,2025-03-31,92.22,cmp_8821,Meta,False,,False
ord_40121,2025-04-02,2025-03-31,206.74,cmp_8823,Meta,True,,False
ord_40122,2025-04-02,2025-03-31,47.68,cmp_8821,Meta,False,WELCOME10,False
ord_40123,2025-04-02,2025-03-31,60.27,cmp_8823,Meta,False,,False
ord_40124,2025-04-02,2025-03-31,145.49,cmp_8822,Meta,True,SPRING20,False
ord_40125,2025-04-02,2025-03-31,106.8,cmp_9003,Google,False,WELCOME10,False
ord_40126,2025-04-02,2025-03-31,209.76,cmp_9003,Google,True,,False
ord_40127,2025-04-02,2025-03-31,89.12,cmp_9002,Google,True,SPRING20,False
ord_40128,2025-04-02,2025-03-31,97.14,cmp_9001,Google,True,,False
ord_40129,2025-04-02,2025-03-31,54.69,cmp_8821,Meta,False,SPRING20,False
ord_40130,2025-04-02,2025-03-31,218.1,cmp_7701,Tiktok,True,,False
ord_40131,2025-04-02,2025-03-31,44.57,cmp_8821,Meta,True,SPRING20,False
ord_40132,2025-04-02,2025-03-31,122.21,cmp_8821,Meta,True,,False
ord_40133,2025-04-02,2025-03-31,93.78,cmp_8821,Meta,True,,False
ord_40134,2025-04-02,2025-03-31,166.27,cmp_9001,Google,False,WELCOME10,False
ord_40135,2025-04-02,2025-03-31,180.72,cmp_8823,Meta,False,,False
ord_40136,2025-04-02,2025-03-31,116.63,cmp_8821,Meta,False,,False
ord_40137,2025-04-02,2025-03-31,147.78,cmp_9003,Google,False,WELCOME10,False
ord_40138,2025-04-02,2025-03-31,56.79,cmp_8823,Meta,False,SPRING20,False
ord_40139,2025-04-02,2025-03-31,182.61,cmp_7701,Tiktok,False,,False
ord_40140,2025-04-02,2025-03-31,213.75,cmp_7702,Tiktok,False,,False
ord_40141,2025-04-02,2025-03-31,168.44,cmp_8822,Meta,True,,False
ord_40142,2025-04-02,2025-03-31,37.39,cmp_9003,Google,True,,False
ord_40143,2025-04-02,2025-03-31,211.93,cmp_8821,Meta,False,SPRING20,False
ord_40144,2025-04-02,2025-03-31,39.01,cmp_9002,Google,False,SPRING20,False
ord_40145,2025-04-02,2025-03-31,38.8,cmp_7702,Tiktok,False,SPRING20,False
ord_40146,2025-04-02,2025-03-31,181.27,cmp_7701,Tiktok,True,,False
ord_40147,2025-04-02,2025-03-31,83.18,cmp_7702,Tiktok,False,,False
ord_40148,2025-04-02,2025-03-31,209.34,cmp_9001,Google,False,,False
ord_40149,2025-04-02,2025-03-31,37.5,cmp_9001,Google,True,,False
ord_40150,2025-04-02,2025-03-31,144.15,cmp_8822,Meta,True,SPRING20,False
ord_40151,2025-04-03,2025-03-31,89.69,cmp_9002,Google,False,,False
ord_40152,2025-04-03,2025-03-31,94.05,cmp_7702,Tiktok,False,SPRING20,False
ord_40153,2025-04-03,2025-03-31,176.65,cmp_8822,Meta,True,SPRING20,False
ord_40154,2025-04-03,2025-03-31,161.1,cmp_8822,Meta,False,,False
ord_40155,2025-04-03,2025-03-31,109.15,cmp_9003,Google,False,,False
ord_40156,2025-04-03,2025-03-31,45.7,cmp_8822,Meta,True,,False
ord_40157,2025-04-03,2025-03-31,55.47,cmp_9001,Google,False,,False
ord_40158,2025-04-03,2025-03-31,50.7,cmp_8822,Meta,False,SPRING20,False
ord_40159,2025-04-03,2025-03-31,208.63,cmp_8822,Meta,True,SPRING20,False
ord_40160,2025-04-03,2025-03-31,80.73,cmp_9003,Google,False,SPRING20,False
ord_40161,2025-04-03,2025-03-31,199.39,cmp_7701,Tiktok,False,SPRING20,False
ord_40162,2025-04-03,2025-03-31,126.06,cmp_8822,Meta,False,,False
ord_40163,2025-04-03,2025-03-31,52.09,cmp_8822,Meta,True,WELCOME10,False
ord_40164,2025-04-03,2025-03-31,182.81,cmp_9002,Google,True,,False
ord_40165,2025-04-03,2025-03-31,52.53,cmp_8823,Meta,False,,False
ord_40166,2025-04-03,2025-03-31,143.64,cmp_8823,Meta,True,,False
ord_40167,2025-04-03,2025-03-31,205.44,cmp_9003,Google,True,,False
ord_40168,2025-04-03,2025-03-31,144.03,cmp_9003,Google,True,,False
ord_40169,2025-04-03,2025-03-31,166.02,cmp_9002,Google,False,,False
ord_40170,2025-04-03,2025-03-31,186.15,cmp_8822,Meta,True,,False
ord_40171,2025-04-03,2025-03-31,170.23,cmp_9002,Google,True,WELCOME10,False
ord_40172,2025-04-03,2025-03-31,64.72,cmp_7702,Tiktok,False,,False
ord_40173,2025-04-03,2025-03-31,171.5,cmp_8822,Meta,True,,False
ord_40174,2025-04-03,2025-03-31,88.4,cmp_9001,Google,True,SPRING20,False
ord_40175,2025-04-03,2025-03-31,98.8,cmp_8822,Meta,False,,False
ord_40176,2025-04-03,2025-03-31,117.21,cmp_8822,Meta,True,SPRING20,False
ord_40177,2025-04-03,2025-03-31,57.28,cmp_8821,Meta,False,,False
ord_40178,2025-04-03,2025-03-31,35.98,cmp_8821,Meta,True,,False
ord_40179,2025-04-03,2025-03-31,104.74,cmp_8823,Meta,True,,False
ord_40180,2025-04-03,2025-03-31,102.67,cmp_8822,Meta,False,SPRING20,False
ord_40181,2025-04-03,2025-03-31,72.28,cmp_8823,Meta,False,WELCOME10,False
ord_40182,2025-04-03,2025-03-31,153.58,cmp_8821,Meta,False,SPRING20,False
ord_40183,2025-04-03,2025-03-31,179.47,cmp_8821,Meta,False,,False
ord_40184,2025-04-03,2025-03-31,77.11,cmp_8823,Meta,False,,False
ord_40185,2025-04-03,2025-03-31,184.25,cmp_8823,Meta,False,,False
ord_40186,2025-04-03,2025-03-31,60.73,cmp_8823,Meta,False,,False
ord_40187,2025-04-03,2025-03-31,43.08,cmp_8822,Meta,False,,False
ord_40188,2025-04-03,2025-03-31,206.29,cmp_9003,Google,True,,False
ord_40189,2025-04-03,2025-03-31,98.26,cmp_9001,Google,False,,False
ord_40190,2025-04-03,2025-03-31,90.74,cmp_8822,Meta,True,WELCOME10,False
ord_40191,2025-04-03,2025-03-31,184.33,cmp_8823,Meta,False,,False
ord_40192,2025-04-03,2025-03-31,81.53,cmp_7702,Tiktok,False,,False
ord_40193,2025-04-03,2025-03-31,157.23,cmp_9002,Google,False,WELCOME10,False
ord_40194,2025-04-03,2025-03-31,104.99,cmp_8822,Meta,True,SPRING20,False
ord_40195,2025-04-03,2025-03-31,95.29,cmp_7701,Tiktok,False,,False
ord_40196,2025-04-03,2025-03-31,206.32,cmp_8823,Meta,True,SPRING20,False
ord_40197,2025-04-03,2025-03-31,152.42,cmp_8822,Meta,False,SPRING20,False
ord_40198,2025-04-03,2025-03-31,39.84,cmp_9001,Google,True,SPRING20,False
ord_40199,2025-04-03,2025-03-31,137.65,cmp_8822,Meta,False,SPRING20,False
ord_40200,2025-04-03,2025-03-31,175.07,cmp_9002,Google,True,,False
ord_40201,2025-04-03,2025-03-31,51.61,cmp_9003,Google,True,SPRING20,False
ord_40202,2025-04-03,2025-03-31,105.95,cmp_8822,Meta,False,WELCOME10,False
ord_40203,2025-04-03,2025-03-31,97.85,cmp_8821,Meta,False,,False
ord_40204,2025-04-03,2025-03-31,62.06,cmp_9001,Google,False,,False
ord_40205,2025-04-03,2025-03-31,215.75,cmp_9003,Google,True,WELCOME10,False
ord_40206,2025-04-03,2025-03-31,64.12,cmp_8821,Meta,False,SPRING20,False
ord_40207,2025-04-03,2025-03-31,216.09,cmp_7702,Tiktok,True,WELCOME10,False
ord_40208,2025-04-03,2025-03-31,38.98,cmp_8822,Meta,False,WELCOME10,False
ord_40209,2025-04-03,2025-03-31,211.04,cmp_8823,Meta,False,,False
ord_40210,2025-04-03,2025-03-31,42.81,cmp_8821,Meta,False,,False
ord_40211,2025-04-03,2025-03-31,119.5,cmp_9003,Google,False,WELCOME10,False
ord_40212,2025-04-03,2025-03-31,69.08,cmp_8823,Meta,False,SPRING20,False
ord_40213,2025-04-04,2025-03-31,189.53,cmp_9002,Google,False,,False
ord_40214,2025-04-04,2025-03-31,122.89,cmp_9001,Google,False,,False
ord_40215,2025-04-04,2025-03-31,219.5,cmp_7701,Tiktok,True,WELCOME10,False
ord_40216,2025-04-04,2025-03-31,156.37,cmp_8823,Meta,True,SPRING20,False
ord_40217,2025-04-04,2025-03-31,84.35,cmp_7702,Tiktok,False,,False
ord_40218,2025-04-04,2025-03-31,131.94,cmp_8823,Meta,True,WELCOME10,False
ord_40219,2025-04-04,2025-03-31,179.63,cmp_7701,Tiktok,False,SPRING20,False
ord_40220,2025-04-04,2025-03-31,177.07,cmp_8823,Meta,False,WELCOME10,False
ord_40221,2025-04-04,2025-03-31,186.59,cmp_8823,Meta,True,WELCOME10,False
ord_40222,2025-04-04,2025-03-31,128.7,cmp_7701,Tiktok,True,,False
ord_40223,2025-04-04,2025-03-31,95.52,cmp_8823,Meta,False,SPRING20,False
ord_40224,2025-04-04,2025-03-31,57.53,cmp_9002,Google,False,,False
ord_40225,2025-04-04,2025-03-31,47.83,cmp_7702,Tiktok,False,SPRING20,False
ord_40226,2025-04-04,2025-03-31,184.23,cmp_8823,Meta,False,,False
ord_40227,2025-04-04,2025-03-31,96.47,cmp_9003,Google,True,,False
ord_40228,2025-04-04,2025-03-31,47.06,cmp_9001,Google,True,,False
ord_40229,2025-04-04,2025-03-31,64.29,cmp_9001,Google,False,,False
ord_40230,2025-04-04,2025-03-31,43.64,cmp_9001,Google,False,SPRING20,False
ord_40231,2025-04-04,2025-03-31,185.36,cmp_9001,Google,False,WELCOME10,False
ord_40232,2025-04-04,2025-03-31,126.18,cmp_8822,Meta,True,,False
ord_40233,2025-04-04,2025-03-31,172.88,cmp_7702,Tiktok,False,SPRING20,False
ord_40234,2025-04-04,2025-03-31,156.34,cmp_7702,Tiktok,False,,False
ord_40235,2025-04-04,2025-03-31,164.41,cmp_7702,Tiktok,False,,False
ord_40236,2025-04-04,2025-03-31,85.61,cmp_9001,Google,False,WELCOME10,False
ord_40237,2025-04-04,2025-03-31,91.58,cmp_9002,Google,True,,False
ord_40238,2025-04-04,2025-03-31,41.72,cmp_7701,Tiktok,True,SPRING20,False
ord_40239,2025-04-04,2025-03-31,79.12,cmp_9002,Google,True,,False
ord_40240,2025-04-04,2025-03-31,94.18,cmp_7701,Tiktok,False,SPRING20,False
ord_40241,2025-04-04,2025-03-31,201.51,cmp_8821,Meta,True,SPRING20,False
ord_40242,2025-04-04,2025-03-31,48.22,,,False,SPRING20,True
ord_40243,2025-04-04,2025-03-31,77.35,cmp_8821,Meta,False,,False
ord_40244,2025-04-04,2025-03-31,55.75,cmp_8822,Meta,True,SPRING20,False
ord_40245,2025-04-04,2025-03-31,178.94,cmp_8821,Meta,False,,False
ord_40246,2025-04-04,2025-03-31,85.57,cmp_7701,Tiktok,False,SPRING20,False
ord_40247,2025-04-04,2025-03-31,182.52,cmp_7702,Tiktok,False,,False
ord_40248,2025-04-04,2025-03-31,198.15,cmp_8821,Meta,False,,False
ord_40249,2025-04-04,2025-03-31,162.48,cmp_8821,Meta,True,,False
ord_40250,2025-04-04,2025-03-31,189.07,cmp_7701,Tiktok,False,,False
ord_40251,2025-04-04,2025-03-31,182.43,cmp_8821,Meta,True,,False
ord_40252,2025-04-04,2025-03-31,76.33,cmp_7701,Tiktok,True,SPRING20,False
ord_40253,2025-04-04,2025-03-31,178.25,cmp_9002,Google,False,WELCOME10,False
ord_40254,2025-04-04,2025-03-31,191.77,cmp_9003,Google,True,,False
ord_40255,2025-04-04,2025-03-31,179.89,cmp_9003,Google,True,SPRING20,False
ord_40256,2025-04-04,2025-03-31,98.57,cmp_9001,Google,True,,False
ord_40257,2025-04-04,2025-03-31,162.39,cmp_9001,Google,False,,False
ord_40258,2025-04-04,2025-03-31,91.62,cmp_7702,Tiktok,True,SPRING20,False
ord_40259,2025-04-04,2025-03-31,87.98,cmp_8822,Meta,True,WELCOME10,False
ord_40260,2025-04-04,2025-03-31,123.77,cmp_9002,Google,True,WELCOME10,False
ord_40261,2025-04-04,2025-03-31,126.35,cmp_8822,Meta,True,WELCOME10,False
ord_40262,2025-04-04,2025-03-31,133.94,cmp_7701,Tiktok,False,,False
ord_40263,2025-04-04,2025-03-31,204.86,cmp_8821,Meta,False,,False
ord_40264,2025-04-04,2025-03-31,159.79,cmp_9002,Google,False,SPRING20,False
ord_40265,2025-04-04,2025-03-31,96.81,cmp_7702,Tiktok,False,,False
ord_40266,2025-04-04,2025-03-31,164.4,cmp_7701,Tiktok,True,WELCOME10,False
ord_40267,2025-04-04,2025-03-31,117.77,cmp_9003,Google,True,,False
ord_40268,2025-04-04,2025-03-31,187.17,cmp_9003,Google,True,,False
ord_40269,2025-04-04,2025-03-31,196.27,cmp_8823,Meta,True,,False
ord_40270,2025-04-04,2025-03-31,101.14,cmp_7701,Tiktok,False,WELCOME10,False
ord_40271,2025-04-04,2025-03-31,212.52,cmp_9002,Google,True,,False
ord_40272,2025-04-04,2025-03-31,156.1,cmp_8823,Meta,False,,False
ord_40273,2025-04-04,2025-03-31,69.98,cmp_7701,Tiktok,True,,False
ord_40274,2025-04-04,2025-03-31,60.29,cmp_7702,Tiktok,False,,False
ord_40275,2025-04-04,2025-03-31,138.72,cmp_9001,Google,False,,False
ord_40276,2025-04-04,2025-03-31,68.0,cmp_8821,Meta,True,WELCOME10,False
ord_40277,2025-04-04,2025-03-31,103.11,cmp_9001,Google,True,WELCOME10,False
ord_40278,2025-04-04,2025-03-31,194.72,cmp_9003,Google,True,,False
ord_40279,2025-04-04,2025-03-31,154.77,cmp_9001,Google,True,WELCOME10,False
ord_40280,2025-04-04,2025-03-31,202.08,cmp_9003,Google,False,,False
ord_40281,2025-04-04,2025-03-31,126.97,cmp_7701,Tiktok,True,,False
ord_40282,2025-04-04,2025-03-31,104.63,cmp_7702,Tiktok,False,SPRING20,False
ord_40283,2025-04-04,2025-03-31,57.55,cmp_9003,Google,True,,False
ord_40284,2025-04-04,2025-03-31,72.62,cmp_9001,Google,False,SPRING20,False
ord_40285,2025-04-04,2025-03-31,128.3,cmp_9003,Google,True,SPRING20,False
ord_40286,2025-04-04,2025-03-31,132.15,cmp_8823,Meta,False,WELCOME10,False
ord_40287,2025-04-04,2025-03-31,54.57,cmp_8822,Meta,False,,False
ord_40288,2025-04-05,2025-03-31,200.63,cmp_9001,Google,False,WELCOME10,False
ord_40289,2025-04-05,2025-03-31,90.79,cmp_7702,Tiktok,True,,False
ord_40290,2025-04-05,2025-03-31,214.75,cmp_8822,Meta,False,,False
ord_40291,2025-04-05,2025-03-31,39.47,cmp_8821,Meta,True,,False
ord_40292,2025-04-05,2025-03-31,95.05,cmp_7702,Tiktok,True,,False
ord_40293,2025-04-05,2025-03-31,150.51,cmp_9002,Google,False,WELCOME10,False
ord_40294,2025-04-05,2025-03-31,113.47,cmp_9001,Google,False,,False
ord_40295,2025-04-05,2025-03-31,147.42,cmp_8823,Meta,True,,False
ord_40296,2025-04-05,2025-03-31,184.14,cmp_8823,Meta,True,SPRING20,False
ord_40297,2025-04-05,2025-03-31,190.3,cmp_8823,Meta,False,,False
ord_40298,2025-04-05,2025-03-31,179.36,cmp_7702,Tiktok,True,SPRING20,False
ord_40299,2025-04-05,2025-03-31,109.51,cmp_9001,Google,False,SPRING20,False
ord_40300,2025-04-05,2025-03-31,179.46,cmp_9002,Google,False,WELCOME10,False
ord_40301,2025-04-05,2025-03-31,70.79,cmp_7702,Tiktok,False,,False
ord_40302,2025-04-05,2025-03-31,120.77,cmp_8821,Meta,True,SPRING20,False
ord_40303,2025-04-05,2025-03-31,106.15,cmp_9003,Google,True,,False
ord_40304,2025-04-05,2025-03-31,211.8,cmp_9002,Google,True,,False
ord_40305,2025-04-05,2025-03-31,38.11,cmp_9003,Google,True,WELCOME10,False
ord_40306,2025-04-05,2025-03-31,166.49,cmp_9001,Google,False,,False
ord_40307,2025-04-05,2025-03-31,184.99,cmp_7702,Tiktok,True,WELCOME10,False
ord_40308,2025-04-05,2025-03-31,98.45,cmp_8823,Meta,False,,False
ord_40309,2025-04-05,2025-03-31,102.8,cmp_8822,Meta,True,WELCOME10,False
ord_40310,2025-04-05,2025-03-31,207.6,cmp_8823,Meta,False,,False
ord_40311,2025-04-05,2025-03-31,114.42,cmp_9001,Google,False,,False
ord_40312,2025-04-05,2025-03-31,73.55,cmp_8823,Meta,False,WELCOME10,False
ord_40313,2025-04-05,2025-03-31,216.35,cmp_9002,Google,False,,False
ord_40314,2025-04-05,2025-03-31,112.79,cmp_7702,Tiktok,False,,False
ord_40315,2025-04-05,2025-03-31,114.42,cmp_7701,Tiktok,False,SPRING20,False
ord_40316,2025-04-05,2025-03-31,175.94,cmp_8823,Meta,False,,False
ord_40317,2025-04-05,2025-03-31,159.83,cmp_9003,Google,False,,False
ord_40318,2025-04-05,2025-03-31,56.63,cmp_9003,Google,False,SPRING20,False
ord_40319,2025-04-05,2025-03-31,58.57,cmp_9002,Google,False,,False
ord_40320,2025-04-05,2025-03-31,100.39,cmp_8823,Meta,False,WELCOME10,False
ord_40321,2025-04-05,2025-03-31,165.52,cmp_7701,Tiktok,True,,False
ord_40322,2025-04-05,2025-03-31,156.52,cmp_9003,Google,False,,False
ord_40323,2025-04-05,2025-03-31,152.25,cmp_8823,Meta,False,WELCOME10,False
ord_40324,2025-04-05,2025-03-31,91.67,cmp_9003,Google,False,,False
ord_40325,2025-04-05,2025-03-31,162.03,cmp_8821,Meta,False,,False
ord_40326,2025-04-05,2025-03-31,156.04,cmp_9002,Google,False,WELCOME10,False
ord_40327,2025-04-05,2025-03-31,112.93,cmp_8823,Meta,True,SPRING20,False
ord_40328,2025-04-05,2025-03-31,178.34,cmp_9002,Google,True,,False
