date,week_start,channel,campaign_id,campaign_name,spend_usd,impressions,clicks
2025-04-10,2025-04-07,google,cmp_9002,NonBrand_Wellness,2200.13,725829,6878
2025-04-10,2025-04-07,google,cmp_9003,PMax_DTC,3482.06,846567,14325
2025-04-10,2025-04-07,tiktok,cmp_7701,TT_Spark_UGC,2634.1,915735,20739
2025-04-10,2025-04-07,tiktok,cmp_7702,TT_Prospecting,2700.59,717972,10650
2025-04-11,2025-04-07,meta,cmp_8821,PLTV_Prospecting_US,279.74,58821,1346
2025-04-11,2025-04-07,meta,cmp_8822,Retargeting_Subscribers,861.01,182844,2890
2025-04-11,2025-04-07,meta,cmp_8823,Lookalike_LTV90,4122.62,922312,19713
2025-04-11,2025-04-07,google,cmp_9001,Brand_Search_Exact,4203.72,1285407,8715
2025-04-11,2025-04-07,google,cmp_9002,NonBrand_Wellness,3994.43,1476196,30886
2025-04-11,2025-04-07,google,cmp_9003,PMax_DTC,2705.42,1066724,10535
2025-04-11,2025-04-07,tiktok,cmp_7701,TT_Spark_UGC,1070.69,306325,5730
2025-04-11,2025-04-07,tiktok,cmp_7702,TT_Prospecting,3020.85,778766,6006
2025-04-12,2025-04-07,meta,cmp_8821,PLTV_Prospecting_US,3597.25,1219676,22977
2025-04-12,2025-04-07,meta,cmp_8822,Retargeting_Subscribers,734.41,187829,1678
2025-04-12,2025-04-07,meta,cmp_8823,Lookalike_LTV90,3402.91,756618,17545
2025-04-12,2025-04-07,google,cmp_9001,Brand_Search_Exact,582.64,162899,3439
2025-04-12,2025-04-07,google,cmp_9002,NonBrand_Wellness,2568.05,684378,13029
2025-04-12,2025-04-07,google,cmp_9003,PMax_DTC,4258.79,941362,4827
2025-04-12,2025-04-07,tiktok,cmp_7701,TT_Spark_UGC,2976.61,1153209,26041
2025-04-12,2025-04-07,tiktok,cmp_7702,TT_Prospecting,457.41,116582,680
2025-04-13,2025-04-07,meta,cmp_8821,PLTV_Prospecting_US,1312.81,322375,5567
2025-04-13,2025-04-07,meta,cmp_8822,Retargeting_Subscribers,2186.48,862463,11215
2025-04-13,2025-04-07,meta,cmp_8823,Lookalike_LTV90,651.89,199255,3211
2025-04-13,2025-04-07,google,cmp_9001,Brand_Search_Exact,2049.81,425125,4205
2025-04-13,2025-04-07,google,cmp_9002,NonBrand_Wellness,4129.86,1311691,9386
2025-04-13,2025-04-07,google,cmp_9003,PMax_DTC,2963.35,679843,11673
2025-04-13,2025-04-07,tiktok,cmp_7701,TT_Spark_UGC,2657.64,591155,2956
2025-04-13,2025-04-07,tiktok,cmp_7702,TT_Prospecting,787.9,308931,7302
2025-04-14,2025-04-14,meta,cmp_8821,PLTV_Prospecting_US,427.2,112416,609
2025-04-14,2025-04-14,meta,cmp_8822,Retargeting_Subscribers,3057.12,866193,11599
2025-04-14,2025-04-14,meta,cmp_8823,Lookalike_LTV90,1418.65,473612,5588
2025-04-14,2025-04-14,google,cmp_9001,Brand_Search_Exact,4386.76,1408364,17405
2025-04-14,2025-04-14,google,cmp_9002,NonBrand_Wellness,2300.99,836099,9700
2025-04-14,2025-04-14,google,cmp_9003,PMax_DTC,2441.91,530714,9525
2025-04-14,2025-04-14,tiktok,cmp_7701,TT_Spark_UGC,1249.24,269069,2544
2025-04-14,2025-04-14,tiktok,cmp_7702,TT_Prospecting,950.02,232224,1596
2025-04-15,2025-04-14,meta,cmp_8821,PLTV_Prospecting_US,2694.13,864554,19791
2025-04-15,2025-04-14,meta,cmp_8822,Retargeting_Subscribers,2400.28,554331,4504
2025-04-15,2025-04-14,meta,cmp_8823,Lookalike_LTV90,1746.58,562269,7325
2025-04-15,2025-04-14,google,cmp_9001,Brand_Search_Exact,1356.37,464175,9988
2025-04-15,2025-04-14,google,cmp_9002,NonBrand_Wellness,877.22,322005,2681
2025-04-15,2025-04-14,google,cmp_9003,PMax_DTC,1325.03,382841,8770
2025-04-15,2025-04-14,tiktok,cmp_7701,TT_Spark_UGC,3468.26,855578,5895
2025-04-15,2025-04-14,tiktok,cmp_7702,TT_Prospecting,1532.61,601522,8347
2025-04-16,2025-04-14,meta,cmp_8821,PLTV_Prospecting_US,4041.76,1598051,35386
2025-04-16,2025-04-14,meta,cmp_8822,Retargeting_Subscribers,4194.62,843507,12237
2025-04-16,2025-04-14,meta,cmp_8823,Lookalike_LTV90,738.2,184839,961
2025-04-16,2025-04-14,google,cmp_9001,Brand_Search_Exact,1872.61,571155,13163
2025-04-16,2025-04-14,google,cmp_9002,NonBrand_Wellness,203.94,68858,1259
2025-04-16,2025-04-14,google,cmp_9003,PMax_DTC,1694.44,671922,7220
2025-04-16,2025-04-14,tiktok,cmp_7701,TT_Spark_UGC,2027.01,514521,11555
2025-04-16,2025-04-14,tiktok,cmp_7702,TT_Prospecting,4308.13,1684159,21279
2025-04-17,2025-04-14,meta,cmp_8821,PLTV_Prospecting_US,4171.38,1186736,28387
2025-04-17,2025-04-14,meta,cmp_8822,Retargeting_Subscribers,2290.13,679770,10186
2025-04-17,2025-04-14,meta,cmp_8823,Lookalike_LTV90,3226.17,1132631,9220
2025-04-17,2025-04-14,google,cmp_9001,Brand_Search_Exact,641.3,145162,2572
2025-04-17,2025-04-14,google,cmp_9002,NonBrand_Wellness,1561.51,416003,4515
2025-04-17,2025-04-14,google,cmp_9003,PMax_DTC,621.92,197348,1004
2025-04-17,2025-04-14,tiktok,cmp_7701,TT_Spark_UGC,464.74,169281,2935
2025-04-17,2025-04-14,tiktok,cmp_7702,TT_Prospecting,1101.53,343736,3464
2025-04-18,2025-04-14,meta,cmp_8821,PLTV_Prospecting_US,204.24,42775,354
2025-04-18,2025-04-14,meta,cmp_8822,Retargeting_Subscribers,4329.21,1305011,26938
2025-04-18,2025-04-14,meta,cmp_8823,Lookalike_LTV90,1025.92,260959,2873
2025-04-18,2025-04-14,google,cmp_9001,Brand_Search_Exact,1819.08,436718,7367
2025-04-18,2025-04-14,google,cmp_9002,NonBrand_Wellness,3815.91,1259264,15838
2025-04-18,2025-04-14,google,cmp_9003,PMax_DTC,2633.27,815991,19289
2025-04-18,2025-04-14,tiktok,cmp_7701,TT_Spark_UGC,1398.05,450709,2423
2025-04-18,2025-04-14,tiktok,cmp_7702,TT_Prospecting,1852.34,521094,12437
2025-04-19,2025-04-14,meta,cmp_8821,PLTV_Prospecting_US,1504.14,556725,3525
2025-04-19,2025-04-14,meta,cmp_8822,Retargeting_Subscribers,2164.38,642987,10643
2025-04-19,2025-04-14,meta,cmp_8823,Lookalike_LTV90,3170.75,1257199,6603
2025-04-19,2025-04-14,google,cmp_9001,Brand_Search_Exact,746.43,224435,5341
2025-04-19,2025-04-14,google,cmp_9002,NonBrand_Wellness,1358.46,539627,4064
2025-04-19,2025-04-14,google,cmp_9003,PMax_DTC,2483.13,896932,10434
2025-04-19,2025-04-14,tiktok,cmp_7701,TT_Spark_UGC,3434.0,1288241,18687
2025-04-19,2025-04-14,tiktok,cmp_7702,TT_Prospecting,3809.39,1382441,29523
2025-04-20,2025-04-14,meta,cmp_8821,PLTV_Prospecting_US,3099.97,707788,11251
2025-04-20,2025-04-14,meta,cmp_8822,Retargeting_Subscribers,1003.63,298654,4960
2025-04-20,2025-04-14,meta,cmp_8823,Lookalike_LTV90,1341.12,276303,1670
2025-04-20,2025-04-14,google,cmp_9001,Brand_Search_Exact,431.92,162752,1884
2025-04-20,2025-04-14,google,cmp_9002,NonBrand_Wellness,2457.47,935446,22124
2025-04-20,2025-04-14,google,cmp_9003,PMax_DTC,2212.24,464745,11047
2025-04-20,2025-04-14,tiktok,cmp_7701,TT_Spark_UGC,3296.14,1207053,27857
2025-04-20,2025-04-14,tiktok,cmp_7702,TT_Prospecting,2800.23,730215,5613
2025-04-21,2025-04-21,meta,cmp_8821,PLTV_Prospecting_US,3062.36,1123938,8204
2025-04-21,2025-04-21,meta,cmp_8822,Retargeting_Subscribers,1902.13,535124,9989
2025-04-21,2025-04-21,meta,cmp_8823,Lookalike_LTV90,2790.08,652796,9792
2025-04-21,2025-04-21,google,cmp_9001,Brand_Search_Exact,2602.36,824149,11601
2025-04-21,2025-04-21,google,cmp_9002,NonBrand_Wellness,3687.98,910159,9891
2025-04-21,2025-04-21,google,cmp_9003,PMax_DTC,3930.97,1037574,14162
2025-04-21,2025-04-21,tiktok,cmp_7701,TT_Spark_UGC,4010.11,1486332,21513
2025-04-21,2025-04-21,tiktok,cmp_7702,TT_Prospecting,709.25,268235,2411
2025-04-22,2025-04-21,meta,cmp_8821,PLTV_Prospecting_US,519.5,117060,2841
2025-04-22,2025-04-21,meta,cmp_8822,Retargeting_Subscribers,1901.62,517301,12863
2025-04-22,2025-04-21,meta,cmp_8823,Lookalike_LTV90,2732.1,845278,9517
2025-04-22,2025-04-21,google,cmp_9001,Brand_Search_Exact,1537.55,344269,1884
2025-04-22,2025-04-21,google,cmp_9002,NonBrand_Wellness,486.41,133173,1487
2025-04-22,2025-04-21,google,cmp_9003,PMax_DTC,1715.02,404608,9993
2025-04-22,2025-04-21,tiktok,cmp_7701,TT_Spark_UGC,2282.53,674143,11057
2025-04-22,2025-04-21,tiktok,cmp_7702,TT_Prospecting,2503.33,756512,4356
2025-04-23,2025-04-21,meta,cmp_8821,PLTV_Prospecting_US,398.04,143499,3037
2025-04-23,2025-04-21,meta,cmp_8822,Retargeting_Subscribers,1118.93,415103,6380
2025-04-23,2025-04-21,meta,cmp_8823,Lookalike_LTV90,3854.68,1357514,18783
2025-04-23,2025-04-21,google,cmp_9001,Brand_Search_Exact,2422.56,764554,9700
2025-04-23,2025-04-21,google,cmp_9002,NonBrand_Wellness,445.2,135931,3056
2025-04-23,2025-04-21,google,cmp_9003,PMax_DTC,1170.49,269193,6101
2025-04-23,2025-04-21,tiktok,cmp_7701,TT_Spark_UGC,728.99,242810,4118
2025-04-23,2025-04-21,tiktok,cmp_7702,TT_Prospecting,603.4,165124,3541
2025-04-24,2025-04-21,meta,cmp_8821,PLTV_Prospecting_US,2117.75,490797,11696
2025-04-24,2025-04-21,meta,cmp_8822,Retargeting_Subscribers,951.47,324007,4223
2025-04-24,2025-04-21,meta,cmp_8823,Lookalike_LTV90,310.81,90350,1100
2025-04-24,2025-04-21,google,cmp_9001,Brand_Search_Exact,776.03,251921,4924
2025-04-24,2025-04-21,google,cmp_9002,NonBrand_Wellness,2459.2,875155,7982
2025-04-24,2025-04-21,google,cmp_9003,PMax_DTC,412.57,157131,2591
2025-04-24,2025-04-21,tiktok,cmp_7701,TT_Spark_UGC,2895.12,657797,5250
2025-04-24,2025-04-21,tiktok,cmp_7702,TT_Prospecting,1502.29,357057,6219
2025-04-25,2025-04-21,meta,cmp_8821,PLTV_Prospecting_US,3445.9,715102,9556
2025-04-25,2025-04-21,meta,cmp_8822,Retargeting_Subscribers,3210.95,816029,9495
2025-04-25,2025-04-21,meta,cmp_8823,Lookalike_LTV90,3174.78,942146,12972
2025-04-25,2025-04-21,google,cmp_9001,Brand_Search_Exact,1673.41,400578,3074
2025-04-25,2025-04-21,google,cmp_9002,NonBrand_Wellness,4224.15,1022249,20336
2025-04-25,2025-04-21,google,cmp_9003,PMax_DTC,3747.91,1167541,17047
2025-04-25,2025-04-21,tiktok,cmp_7701,TT_Spark_UGC,2072.24,525793,7579
2025-04-25,2025-04-21,tiktok,cmp_7702,TT_Prospecting,1045.69,332338,6476
2025-04-26,2025-04-21,meta,cmp_8821,PLTV_Prospecting_US,2859.05,641635,12802
2025-04-26,2025-04-21,meta,cmp_8822,Retargeting_Subscribers,322.63,98210,2114
2025-04-26,2025-04-21,meta,cmp_8823,Lookalike_LTV90,2263.3,457698,10811
2025-04-26,2025-04-21,google,cmp_9001,Brand_Search_Exact,992.31,221648,3725
2025-04-26,2025-04-21,google,cmp_9002,NonBrand_Wellness,2928.27,1017314,21329
2025-04-26,2025-04-21,google,cmp_9003,PMax_DTC,1201.68,260982,4075
2025-04-26,2025-04-21,tiktok,cmp_7701,TT_Spark_UGC,4323.04,1515516,33899
2025-04-26,2025-04-21,tiktok,cmp_7702,TT_Prospecting,2093.29,598181,11070
2025-04-27,2025-04-21,meta,cmp_8821,PLTV_Prospecting_US,4057.85,1500037,36751
2025-04-27,2025-04-21,meta,cmp_8822,Retargeting_Subscribers,1776.01,376811,2613
2025-04-27,2025-04-21,meta,cmp_8823,Lookalike_LTV90,1895.43,477926,5646
2025-04-27,2025-04-21,google,cmp_9001,Brand_Search_Exact,2586.75,561823,6212
2025-04-27,2025-04-21,google,cmp_9002,NonBrand_Wellness,1737.51,512672,10349
2025-04-27,2025-04-21,google,cmp_9003,PMax_DTC,1220.5,343817,5513
2025-04-27,2025-04-21,tiktok,cmp_7701,TT_Spark_UGC,2804.45,868626,9574
2025-04-27,2025-04-21,tiktok,cmp_7702,TT_Prospecting,184.01,66078,1501
2025-04-28,2025-04-28,meta,cmp_8821,PLTV_Prospecting_US,997.02,394184,3720
2025-04-28,2025-04-28,meta,cmp_8822,Retargeting_Subscribers,1553.53,494011,9621
2025-04-28,2025-04-28,meta,cmp_8823,Lookalike_LTV90,1002.26,290473,1516
2025-04-28,2025-04-28,google,cmp_9001,Brand_Search_Exact,3993.32,1362830,25843
2025-04-28,2025-04-28,google,cmp_9002,NonBrand_Wellness,3700.18,751752,13319
2025-04-28,2025-04-28,google,cmp_9003,PMax_DTC,3232.35,1267494,27881
2025-04-28,2025-04-28,tiktok,cmp_7701,TT_Spark_UGC,159.73,37487,294
2025-04-28,2025-04-28,tiktok,cmp_7702,TT_Prospecting,1726.38,515086,5117
2025-04-29,2025-04-28,meta,cmp_8821,PLTV_Prospecting_US,3697.83,1082587,6437
2025-04-29,2025-04-28,meta,cmp_8822,Retargeting_Subscribers,3643.82,1354266,9115
2025-04-29,2025-04-28,meta,cmp_8823,Lookalike_LTV90,1842.82,665858,15804
2025-04-29,2025-04-28,google,cmp_9001,Brand_Search_Exact,3382.85,734356,7088
2025-04-29,2025-04-28,google,cmp_9002,NonBrand_Wellness,3675.51,899733,7417
2025-04-29,2025-04-28,google,cmp_9003,PMax_DTC,4458.91,1034047,12508
2025-04-29,2025-04-28,tiktok,cmp_7701,TT_Spark_UGC,1475.83,353850,5265
2025-04-29,2025-04-28,tiktok,cmp_7702,TT_Prospecting,4117.88,1085992,23204
2025-04-30,2025-04-28,meta,cmp_8821,PLTV_Prospecting_US,3202.45,855035,4918
2025-04-30,2025-04-28,meta,cmp_8822,Retargeting_Subscribers,748.15,220789,2481
2025-04-30,2025-04-28,meta,cmp_8823,Lookalike_LTV90,584.33,136989,3010
2025-04-30,2025-04-28,google,cmp_9001,Brand_Search_Exact,1109.13,334575,3351
2025-04-30,2025-04-28,google,cmp_9002,NonBrand_Wellness,2689.43,743762,6494
2025-04-30,2025-04-28,google,cmp_9003,PMax_DTC,4298.15,1054659,18371
2025-04-30,2025-04-28,tiktok,cmp_7701,TT_Spark_UGC,2271.87,580854,13904
2025-04-30,2025-04-28,tiktok,cmp_7702,TT_Prospecting,3702.74,901823,12222
